web-scraper-order,dates_times_title_course_number,course_number
1550244877-13765,,"30213 
            EAL   CHI   221   01   Chinese II (Intensive)    Yalin Chen"
1550244877-13766,,"30214 
            EAL   CHI   221   D01   Chinese II (Intensive)    Yalin Chen"
1550244877-13767,,"30215 
            EAL   CHI   302   01   Chinese III    Lu Yu"
1550244877-13768,,"30232 
            EAL   EAL   234   01   Self and Society in Chinese Fiction and Drama    Jessica D. Moyer"
1550244877-13769,,"30219 
            EAL   EAL   241   01   Literature and Culture in Premodern Japan: Court Ladies, Wandering Monks and Urban Rakes    Joannah Peterson"
1550244877-13770,,"30234 
            EAL   EAL   244   01   Japanese Women’s Writing    Kimberly Kono"
1550244877-13771,,"30235 
            EAL   EAL   254   01   Modern Korean Literature in Translation    Irhe Sohn"
1550244877-13772,,"30236 
            EAL   EAL   273   01   Women and Narration in Modern Korea    Irhe Sohn"
1550244877-13773,,"30237 
            EAL   EAL   273   F01   Women and Narration in Modern Korea    Irhe Sohn"
1550244877-13774,,"30220 
            EAL   EAL   360   01   Seminar: Topics in East Asian Languages and Literatures Book History and Print Culture in China and Japan   Jessica D. Moyer"
1550244877-13775,,"30221 
            EAL   JPN   111   01   Japanese I (Intensive)    Joannah Peterson, Atsuko Takahashi"
1550244877-13776,,"30222 
            EAL   JPN   111   02   Japanese I (Intensive)    Joannah Peterson, Atsuko Takahashi"
1550244877-13777,,"30223 
            EAL   JPN   111   D01   Japanese I (Intensive)    Joannah Peterson, Atsuko Takahashi"
1550244877-13778,,"30224 
            EAL   JPN   111   D02   Japanese I (Intensive)    Joannah Peterson, Atsuko Takahashi"
1550244877-13779,,"30225 
            EAL   JPN   221   01   Japanese II (Intensive)    Kimberly Kono"
1550244877-13780,,"30226 
            EAL   JPN   221   D01   Japanese II (Intensive)    Yuko Takahashi"
1550244877-13781,,"30943 
            EAL   JPN   221   D02   Japanese II (Intensive)    Yuko Takahashi"
1550244877-13782,,"30723 
            EAL   JPN   302   01   Japanese III    Atsuko Takahashi"
1550244877-13783,,"30227 
            EAL   KOR   102   01   Korean I    Suk Massey"
1550244877-13784,,"30228 
            EAL   KOR   102   02   Korean I    Suk Massey"
1550244877-13785,,"30229 
            EAL   KOR   202   01   Korean II    Shihyun Kim"
1550244877-13786,,"30230 
            EAL   KOR   302   01   Korean III    Suk Massey"
1550244877-13787,,"30240 
            ECO   ECO   150   01   Introductory Microeconomics    Susan Stratton Sayre"
1550244877-13788,,"30241 
            ECO   ECO   150   02   Introductory Microeconomics    Lenore Palladino"
1550244877-13789,,"30242 
            ECO   ECO   150   03   Introductory Microeconomics    Simon Halliday"
1550244877-13790,,"30243 
            ECO   ECO   153   01   Introductory Macroeconomics    Randall K. Bartlett"
1550244877-13791,,"30244 
            ECO   ECO   153   02   Introductory Macroeconomics    Jorge A. Vasquez"
1550244877-13792,,"30245 
            ECO   ECO   153   03   Introductory Macroeconomics    Zhandos Ybrayev"
1550244877-13793,,"30246 
            ECO   ECO   219   01   The Chinese Economy    Maggie Y. Liu"
1550244877-13794,,"30247 
            ECO   ECO   220   01   Introduction to Statistics and Econometrics    Vis Taraz"
1550244877-13795,,"30248 
            ECO   ECO   220   L01   Introduction to Statistics and Econometrics    Anamary M Linares"
1550244877-13796,,"30249 
            ECO   ECO   220   L02   Introduction to Statistics and Econometrics    Anamary M Linares"
1550244877-13797,,"30250 
            ECO   ECO   220   L03   Introduction to Statistics and Econometrics    Anamary M Linares"
1550244877-13798,,"30261 
            ECO   ECO   230   01   Urban Economics    Randall K. Bartlett"
1550244877-13799,,"30262 
            ECO   ECO   240   01   Econometrics    Elizabeth Savoca"
1550244877-13800,,"30251 
            ECO   ECO   250   01   Intermediate Microeconomics    Charles P. Staelin"
1550244877-13801,,"30252 
            ECO   ECO   250   D01   Intermediate Microeconomics    Charles P. Staelin"
1550244877-13802,,"30253 
            ECO   ECO   250   D02   Intermediate Microeconomics    Charles P. Staelin"
1550244877-13803,,"30254 
            ECO   ECO   250   D03   Intermediate Microeconomics    Charles P. Staelin"
1550244877-13804,,"30255 
            ECO   ECO   253   01   Intermediate Macroeconomics    Roger T. Kaufman"
1550244877-13805,,"30256 
            ECO   ECO   253   D01   Intermediate Macroeconomics    Roger T. Kaufman"
1550244877-13806,,"30257 
            ECO   ECO   253   D02   Intermediate Macroeconomics    Roger T. Kaufman"
1550244877-13807,,"30263 
            ECO   ECO   254   01   Behavioral Economics    Simon Halliday"
1550244877-13808,,"30264 
            ECO   ECO   255   01   Mathematical Economics    Jorge A. Vasquez"
1550244877-13809,,"30258 
            ECO   ECO   260   01   Public Economics and Finance    Lenore Palladino"
1550244877-13810,,"30265 
            ECO   ECO   324   01   Seminar Economics of the Environment and Natural Resources   Susan Stratton Sayre"
1550244877-13811,,"30259 
            ECO   ECO   331   01   Seminar: The Economics of Sports    Andrew S. Zimbalist"
1550244877-13812,,"30260 
            ECO   ECO   364   01   Seminar: The Economics of Future Technology    James Daniel Miller"
1550244877-13813,,"30772 
            EDC   EDC   110   01   Introduction to American Education    Chris Marblo"
1550244877-13814,,"30107 
            EDC   EDC   201   01   Case Study of Education in Western Massachusetts    Samuel M. Intrator"
1550244877-13815,,"30784 
            EDC   EDC   212   01   Linguistics for Educators    Miranda K. McCarvel"
1550244877-13816,,"30108 
            EDC   EDC   231   01   Foundations and Issues of Early Childhood Education    Bona Kang"
1550244877-13817,,"30109 
            EDC   EDC   235   01   Child and Adolescent Growth and Development    Shannon Audley"
1550244877-13818,,"30123 
            EDC   EDC   238   01   Introduction to the Learning Sciences    Bona Kang"
1550244877-13819,,"30785 
            EDC   EDC   246   01   Colloquium in the Practice of Teaching    Graeham Rebecca Dodd"
1550244877-13820,,"30110 
            EDC   EDC   311   01   Rethinking Equity and Teaching for English Language Learners    Renata Pienkawa"
1550244877-13821,,"30124 
            EDC   EDC   331   01   The Stories Children Tell    Shannon Audley"
1550244877-13822,,"30774 
            EDC   EDC   336   01   Seminar in American Education Research Methods in Education   Bona Kang"
1550244877-13823,,"30111 
            EDC   EDC   340   01   Historical and Philosophical Perspectives and the Educative Process    Carol Berner"
1550244877-13824,,"30112 
            EDC   EDC   342   01   Growing Up American: Adolescents and Their Educational Institutions    Samuel M. Intrator"
1550244877-13825,,"30113 
            EDC   EDC   345D   01   Elementary Curriculum and Methods    Alan N. Rudnitsky"
1550244877-13826,,"30114 
            EDC   EDC   346   01   Clinical Internship in Teaching    Carol Berner"
1550244877-13827,,"30115 
            EDC   EDC   352   01   Methods of Instruction    Carol Berner"
1550244877-13828,,"30116 
            EDC   EDC   390   01   The Teaching of Science, Engineering and Technology    Glenn William Ellis"
1550244877-13829,,"30117 
            EDC   EDC   552   01   Perspectives on American Education    Rosetta Marantz Cohen"
1550244877-13830,,"30119 
            EDC   EDC   559   01   Clinical Internship in Teaching    Alan N. Rudnitsky"
1550244877-13831,,"30121 
            EDC   EDC   559   02   Clinical Internship in Teaching    Carol Berner"
1550244877-13832,,"30122 
            EDC   EDC   572   01   The Deaf Child: 0–5 Years    Janice C. Gatty"
1550244877-13833,,"30367 
            EGR   EGR   100   01   Engineering for Everyone Sustainable Water Resources   Andrew John Guswa"
1550244877-13834,,"30368 
            EGR   EGR   100   02   Engineering for Everyone Energy and the Environment   Paul B. Voss"
1550244877-13835,,"30369 
            EGR   EGR   100   L01   Engineering for Everyone Sustainable Water Resources Lab   Andrew John Guswa"
1550244877-13836,,"30370 
            EGR   EGR   110   01   Fundamental Engineering Principles    Michael I. Kinsinger"
1550244877-13837,,"30371 
            EGR   EGR   110   02   Fundamental Engineering Principles    Sarah Jean Moore"
1550244877-13838,,"30746 
            EGR   EGR   110   03   Fundamental Engineering Principles    Sarah Jean Moore"
1550244877-13839,,"30376 
            EGR   EGR   220   01   Engineering Circuit Theory    Susan Elizabeth Voss"
1550244877-13840,,"30712 
            EGR   EGR   220   02   Engineering Circuit Theory    Susan Elizabeth Voss"
1550244877-13841,,"30377 
            EGR   EGR   220   L01   Engineering Circuit Theory    Susan Elizabeth Voss"
1550244877-13842,,"30713 
            EGR   EGR   220   L02   Engineering Circuit Theory    Susan Elizabeth Voss"
1550244877-13843,,"30714 
            EGR   EGR   220   L03   Engineering Circuit Theory    Kristen Dorsey"
1550244877-13844,,"30715 
            EGR   EGR   220   L04   Engineering Circuit Theory    Kristen Dorsey"
1550244877-13845,,"30378 
            EGR   EGR   270   01   Engineering Mechanics"
1550244877-13846,,"30716 
            EGR   EGR   270   02   Engineering Mechanics    Michael I. Kinsinger"
1550244877-13847,,"30379 
            EGR   EGR   270   L01   Engineering Mechanics"
1550244877-13848,,"30717 
            EGR   EGR   270   L02   Engineering Mechanics    Michael I. Kinsinger"
1550244877-13849,,"30380 
            EGR   EGR   290   01   Engineering Thermodynamics    Denise Annette McKahn"
1550244877-13850,,"30389 
            EGR   EGR   326   01   Dynamic Systems and Introduction to Control Theory    Judith B. Cardell"
1550244877-13851,,"30390 
            EGR   EGR   328   01   Seminar: Wireless Sensor Networks    Judith B. Cardell"
1550244877-13852,,"30382 
            EGR   EGR   374   01   Fluid Mechanics    Paramjeet Pati"
1550244877-13853,,"30383 
            EGR   EGR   374   L01   Fluid Mechanics    Paramjeet Pati"
1550244877-13854,,"30384 
            EGR   EGR   374   L02   Fluid Mechanics    Paramjeet Pati"
1550244877-13855,,"30385 
            EGR   EGR   377   01   Seminar: Aerial Vehicle Design    Paul B. Voss"
1550244877-13856,,"30392 
            EGR   EGR   389   01   Seminar: Techniques for Modeling Engineering Processes    Glenn William Ellis"
1550244877-13857,,"30744 
            EGR   EGR   390   01   Advanced Topics in Engineering Finite Element Modeling   Aaron J Rubin"
1550244877-13858,,"30745 
            EGR   EGR   390   02   Advanced Topics in Engineering Geothermal Systems   Aaron J Rubin"
1550244877-13859,,"30386 
            EGR   EGR   410D   01   Engineering Design and Professional Practice    Susannah V. Howe"
1550244877-13860,,"30387 
            EGR   EGR   422D   01   Design Clinic    Susannah V. Howe"
1550244877-13861,,"30126 
            ENG   ENG   110   01   Writers on Writing: An Introduction to the Craft and Business of Writing Narratives    Julio Alves"
1550244877-13862,,"30127 
            ENG   ENG   112   01   Reading Contemporary Poetry    Matthew R. Donovan"
1550244877-13863,,"30748 
            ENG   ENG   118   01   Colloquia in Writing Water: Science & Politics   Naila F. Moreira"
1550244877-13864,,"30749 
            ENG   ENG   118   02   Colloquia in Writing Unpacking the Library: Mediation, Book History and Writing in the Digital Age   David A Katz"
1550244877-13865,,"30750 
            ENG   ENG   118   03   Colloquia in Writing No, Seriously. . .What's So Funny? Writing About Humor   Peter Sapira"
1550244877-13866,,"30751 
            ENG   ENG   119   01   Writing Roundtable What's for Dinner? Writing About Food   Sara A. Eddy"
1550244877-13867,,"30752 
            ENG   ENG   119   02   Writing Roundtable Language & Power   Miranda K. McCarvel"
1550244877-13868,,"30718 
            ENG   ENG   125   01   Introduction to Creative Writing    Arda Collins"
1550244877-13869,,"30753 
            ENG   ENG   135   01   Introduction to Writing Creative Nonfiction Place and Travel   Pamela Petro"
1550244877-13870,,"30754 
            ENG   ENG   135   02   Introduction to Writing Creative Nonfiction Writing About the Senses   T. Susan Chang"
1550244877-13871,,"30128 
            ENG   ENG   199   01   Methods of Literary Study    Richard H. Millington"
1550244877-13872,,"30129 
            ENG   ENG   199   02   Methods of Literary Study    Andrea Stephanie Stone"
1550244877-13873,,"30130 
            ENG   ENG   200   01   The English Literary Tradition I    Cornelia D.J. Pearsall"
1550244877-13874,,"30131 
            ENG   ENG   201   01   The English Literary Tradition II    Michael E. Gorra"
1550244877-13875,,"30098 
            ENG   ENG   203   01   Western Classics in Translation, From Chrétien de Troyes to Tolstoy    George P. Katsaros"
1550244877-13876,,"30143 
            ENG   ENG   204   01   Arthurian Legend    Nancy Mason Bradbury"
1550244877-13877,,"30132 
            ENG   ENG   206   01   Intermediate Fiction Writing Factual Fiction   Sara B. London"
1550244877-13878,,"30133 
            ENG   ENG   207   01   The Technology of Reading and Writing    Douglas Lane Patey"
1550244877-13879,,"30146 
            ENG   ENG   228   01   Children's Literature    Gillian Murray Kendall"
1550244877-13880,,"30135 
            ENG   ENG   236   01   African-American Literature 1900 to the Present    Flavia Santos De Araujo"
1550244877-13881,,"30153 
            ENG   ENG   237   01   Environmental Poetry and Ecological Thought    Lily Gurton-Wachter"
1550244877-13882,,"30137 
            ENG   ENG   238   01   What Jane Austen Read: The 18th-Century Novel    Douglas Lane Patey"
1550244877-13883,,"30147 
            ENG   ENG   245   01   Worldbuilding: Topics in Reading and Writing Creative Fiction The Landscape and Cityscapes of Creative Fiction   Gillian Murray Kendall"
1550244877-13884,,"30152 
            ENG   ENG   247   01   Race, Suburbia, and the post-1945 U.S. Novel    Jina Boyong Kim"
1550244877-13885,,"30149 
            ENG   ENG   255   01   What Makes a Tale Worth Telling: Reading the 19th Century Story    Michael E. Gorra"
1550244877-13886,,"30138 
            ENG   ENG   256   01   Shakespeare    Naomi J. Miller"
1550244877-13887,,"30139 
            ENG   ENG   260   01   Milton    Craig R. Davis"
1550244877-13888,,"30154 
            ENG   ENG   271   01   Imagining Evil    Craig R. Davis, Joel P. Westerdale"
1550244877-13889,,"30156 
            ENG   ENG   273   01   Bloomsbury and Sexuality    Cornelia D.J. Pearsall, Lise A. Sanders"
1550244877-13890,,"30363 
            ENG   ENG   282   01   The Harlem Renaissance    Daphne M. Lamothe"
1550244877-13891,,"30140 
            ENG   ENG   291   01   Lakes Writing Workshop Comedy y Cultura: Your Humorous Life   Monica Ann Palacios"
1550244877-13892,,"30141 
            ENG   ENG   295   01   Advanced Poetry Writing    Ellen Dore Watson"
1550244877-13893,,"30142 
            ENG   ENG   296   01   Advanced Fiction Writing Workshop"
1550244877-13894,,"30158 
            ENG   ENG   327   01   Robin Hood: Legendary Outlaw    Nancy Mason Bradbury"
1550244877-13895,,"31029 
            ENG   ENG   349   01   Literatures of the Black Atlantic    Andrea Stephanie Stone"
1550244877-13896,,"30266 
            ENG   ENG   387   01   Seminar: Asian American Autobiography Anti-Memoir   Floyd D. Cheung"
1550244877-13897,,"30781 
            ENG   ENG   395   01   Capstone in Creative Writing    Gillian Murray Kendall"
1550244877-13898,,"30058 
            ENV   ENV   108   01   Environmental Chemistry    Andrew Berke"
1550244877-13899,,"30159 
            ENV   ENV   201   01   Researching Environmental Problems    Camille Washington-Ottombre"
1550244877-13900,,"30160 
            ENV   ENV   202   01   Researching Environmental Problems Laboratory    Camille Washington-Ottombre"
1550244877-13901,,"30162 
            ENV   ENV   230   01   Colloquium: Environment and Society in Contemporary China    Daniel K. Gardner"
1550244877-13902,,"30161 
            ENV   ENV   312   01   Sustainable Solutions    Gregory Whayne White"
1550244877-13903,,"30267 
            ESS   ESS   107   01   Emergency Care    Craig Collins"
1550244877-13904,,"30268 
            ESS   ESS   107   02   Emergency Care    Craig Collins"
1550244877-13905,,"30269 
            ESS   ESS   110   01   Introduction to Sports Coaching    Jaime L. Ginsberg, Adriane Elizabeth Meyer Krul"
1550244877-13906,,"30270 
            ESS   ESS   130   01   Stress Management: Practice and Resilience    Jaime L. Ginsberg"
1550244877-13907,,"30271 
            ESS   ESS   130   02   Stress Management: Practice and Resilience    Ellen M. O'Neil"
1550244877-13908,,"30272 
            ESS   ESS   210   01   Kinesiology    Aaron Thomas Miller, Karen Lynn Riska"
1550244877-13909,,"30314 
            ESS   ESS   230   01   Body Images and Sport Media    Emily Lundell Gustavson, Erica S. Tibbetts"
1550244877-13910,,"30273 
            ESS   ESS   300   01   Topics in Exercise Sport Studies Disparaties in Cardiovascular Health and Disease   Sarah Witkowski"
1550244877-13911,,"31425 
            ESS   ESS   400   06   Special Studies    Sarah Witkowski"
1550244877-13912,,"30318 
            ESS   ESS   503   01   Legal Issues in Sport    Lynn Oberbillig"
1550244877-13913,,"30274 
            ESS   ESS   505D   01   Practical Foundations of Coaching    Lynn Oberbillig, Sarah Witkowski"
1550244877-13914,,"30275 
            ESS   ESS   506D   01   Advanced Practicum in Coaching    Erica S. Tibbetts"
1550244877-13915,,"30315 
            ESS   ESS   515   01   Physiology of Exercise and Sport    Adrien Taylor Ricci, Sarah Witkowski"
1550244877-13916,,"30316 
            ESS   ESS   515   L01   Physiology of Exercise and Sport    Sarah Witkowski"
1550244877-13917,,"30317 
            ESS   ESS   550   01   Gender in Sport    Caitlyn Patricia Lawrence, Erica S. Tibbetts"
1550244877-13918,,"30276 
            ESS   ESS   901   01   Aquatic Activities Beginning Swimming   Lianne Frances McCluskey"
1550244877-13919,,"30277 
            ESS   ESS   901   02   Aquatic Activities Advanced/ Intermediate Swimming   John Jerome Ferriter"
1550244877-13920,,"30711 
            ESS   ESS   901   03   Aquatic Activities Swim Conditioning   Craig Collins"
1550244877-13921,,"30278 
            ESS   ESS   905   01   Water Safety Lifeguard Training   Craig Collins"
1550244877-13922,,"30279 
            ESS   ESS   920   01   Fencing Fencing I   Scott Tundermann"
1550244877-13923,,"30280 
            ESS   ESS   925   01   Golf Golf I   Zack Thomas Kundel"
1550244877-13924,,"30281 
            ESS   ESS   925   02   Golf Golf I   Sean Michael Cabaniss"
1550244877-13925,,"30282 
            ESS   ESS   940   01   Outdoor Adventure Whitewater Canoe   Scott Johnson"
1550244877-13926,,"30283 
            ESS   ESS   940   02   Outdoor Adventure Whitewater Kayaking   Scott Johnson"
1550244877-13927,,"30284 
            ESS   ESS   940   03   Outdoor Adventure Rock Climbing I   Stefanie Frazee"
1550244877-13928,,"30285 
            ESS   ESS   940   04   Outdoor Adventure Rock Climbing I   Danielle Rao"
1550244877-13929,,"30287 
            ESS   ESS   940   06   Outdoor Adventure Archery   Lynn Oberbillig"
1550244877-13930,,"30288 
            ESS   ESS   940   07   Outdoor Adventure Archery   Lynn Oberbillig"
1550244877-13931,,"30289 
            ESS   ESS   945   01   Physical Conditioning Weight Training   Katherine Rose Kerrigan, Dexter Leon Taylor"
1550244877-13932,,"30290 
            ESS   ESS   945   02   Physical Conditioning Weight Training   Danielle Britt, Nicholas J. Polzin"
1550244877-13933,,"30291 
            ESS   ESS   945   03   Physical Conditioning Self-Paced Fitness   Kathryn Rose Jankura"
1550244877-13934,,"30292 
            ESS   ESS   945   04   Physical Conditioning Aerobics   Rosalie Joan Peri"
1550244877-13935,,"30293 
            ESS   ESS   945   05   Physical Conditioning Kickboxing I   Judy B. Messer"
1550244877-13936,,"30294 
            ESS   ESS   945   06   Physical Conditioning Kickboxing I   Judy B. Messer"
1550244877-13937,,"30295 
            ESS   ESS   945   07   Physical Conditioning Kickboxing II   Judy B. Messer"
1550244877-13938,,"30296 
            ESS   ESS   945   08   Physical Conditioning Pilates I   Jean Ida Hoffman"
1550244877-13939,,"30297 
            ESS   ESS   945   09   Physical Conditioning Pilates I   Jean Ida Hoffman"
1550244877-13940,,"30298 
            ESS   ESS   945   10   Physical Conditioning Pilates II   Rosalie Joan Peri"
1550244877-13941,,"30299 
            ESS   ESS   945   11   Physical Conditioning Pilates I   Rosalie Joan Peri"
1550244877-13942,,"30300 
            ESS   ESS   945   12   Physical Conditioning Ultimate Frisbee   Jennifer Ann Dimos"
1550244877-13943,,"30301 
            ESS   ESS   955   01   Self Defense Self Defense I   Nancy Rothenberg"
1550244877-13944,,"30302 
            ESS   ESS   955   02   Self Defense Kung Fu   Nancy Rothenberg"
1550244877-13945,,"30303 
            ESS   ESS   955   03   Self Defense Tai Chi I   Richard J. Cesario"
1550244877-13946,,"30304 
            ESS   ESS   955   04   Self Defense Ba Gua Zhang   Richard J. Cesario"
1550244877-13947,,"30305 
            ESS   ESS   960   01   Racquet Sports Tennis I   Caitlyn Patricia Lawrence"
1550244877-13948,,"30306 
            ESS   ESS   960   02   Racquet Sports Squash   Dorothy A. Steele"
1550244877-13949,,"30307 
            ESS   ESS   960   03   Racquet Sports Badminton   John William Taft"
1550244877-13950,,"30308 
            ESS   ESS   960   04   Racquet Sports Tennis II   Elizabeth Jaggard Barnett"
1550244877-13951,,"30309 
            ESS   ESS   960   05   Racquet Sports Tennis I   Benay Ila Weintraub"
1550244877-13952,,"30319 
            ESS   ESS   960   06   Racquet Sports Squash   Dorothy A. Steele"
1550244877-13953,,"30310 
            ESS   ESS   975   01   Yoga Hatha Yoga I   Suzanne B Goldstein"
1550244877-13954,,"30312 
            ESS   ESS   975   03   Yoga Hatha Yoga I   Arden L. Pierce"
1550244877-13955,,"30313 
            ESS   ESS   975   04   Yoga Hatha Yoga I   Suzanne B Goldstein"
1550244877-13956,,"30786 
            FMS   FMS   238   01   Crime on Screen    Sebnem Baran"
1550244877-13957,,"30787 
            FMS   FMS   238   F01   Crime on Screen    Sebnem Baran"
1550244877-13958,,"30788 
            FMS   FMS   251   01   A Global History of Television    Sebnem Baran"
1550244877-13959,,"30789 
            FMS   FMS   251   F01   A Global History of Television    Sebnem Baran"
1550244877-13960,,"30167 
            FMS   FMS   261   01   Video Games and the Politics of Play    Jennifer C. Malkowski"
1550244877-13961,,"30163 
            FMS   FMS   280   01   Introduction to Video Production    Elliot T. Montague"
1550244877-13962,,"30164 
            FMS   FMS   280   F01   Introduction to Video Production    Elliot T. Montague"
1550244877-13963,,"30165 
            FMS   FMS   290   01   Theories and Methods of Film and Media Studies    Alexandra Linden Miller Keller"
1550244877-13964,,"30166 
            FMS   FMS   290   F01   Theories and Methods of Film and Media Studies    Alexandra Linden Miller Keller"
1550244877-13965,,"30790 
            FMS   FMS   311   01   Media Fandom, Participation and Fan Studies    Sebnem Baran"
1550244877-13966,,"30791 
            FMS   FMS   311   F01   Media Fandom, Participation and Fan Studies    Sebnem Baran"
1550244877-13967,,"30168 
            FMS   FMS   345   01   ​Violence, Mortality and the Moving Image    Jennifer C. Malkowski"
1550244877-13968,,"30169 
            FMS   FMS   345   F01   ​Violence, Mortality and the Moving Image    Jennifer C. Malkowski"
1550244877-13969,,"30451 
            FRN   FRN   103   01   Accelerated Beginning French II    Christiane Métral"
1550244877-13970,,"30452 
            FRN   FRN   103   02   Accelerated Beginning French II    Ann Leone"
1550244877-13971,,"30453 
            FRN   FRN   220   01   High Intermediate French    Laura B. Jensen"
1550244877-13972,,"30454 
            FRN   FRN   220   02   High Intermediate French    Elisabeth PH Buzay"
1550244877-13973,,"30455 
            FRN   FRN   230   01   Colloquium in French Studies Consumers, Culture and the French Department Store   Jonathan Keith Gosnell"
1550244877-13974,,"30456 
            FRN   FRN   230   02   Colloquium in French Studies Women Writers of Africa and the Caribbean   Dawn Fulton"
1550244877-13975,,"30457 
            FRN   FRN   250   01   Skyping With the French: Cross-Cultural Connections    Christiane Métral"
1550244877-13976,,"30458 
            FRN   FRN   252   01   French Cinema Paris on Screen   Martine Gantrel-Ford"
1550244877-13977,,"30459 
            FRN   FRN   252   F01   French Cinema Paris on Screen: Film Screening   Martine Gantrel-Ford"
1550244877-13978,,"30614 
            FRN   FRN   270   01   Language and Identity    Laura B. Jensen"
1550244877-13979,,"30460 
            FRN   FRN   295   01   French Translation in Practice    Carolyn Shread"
1550244877-13980,,"30722 
            FRN   FRN   299   01   Teaching Romance Languages: Theories and Techniques on Second Language Acquisition    Simone M. Gugliotta"
1550244877-13981,,"30461 
            FRN   FRN   363   01   Crossing the Divide: Love, Ambition, and the Exploration of Social Difference    Martine Gantrel-Ford"
1550244877-13982,,"30462 
            FRN   FRN   385   01   Advanced Studies in Language Global French: The Language of Business and International Trade   Eglal Doss-Quinby"
1550244877-13983,,"30170 
            GEO   GEO   106   01   Extraordinary Events in the History of Earth, Life and Climate    Mark Elliott Brandriss"
1550244877-13984,,"30171 
            GEO   GEO   108   01   Oceanography: An Introduction to the Marine Environment"
1550244877-13985,,"30172 
            GEO   GEO   108   D01   Oceanography: An Introduction to the Marine Environment"
1550244877-13986,,"30173 
            GEO   GEO   108   D02   Oceanography: An Introduction to the Marine Environment"
1550244877-13987,,"30178 
            GEO   GEO   222   01   Petrology    John B. Brady"
1550244877-13988,,"30179 
            GEO   GEO   222   L01   Petrology    John B. Brady"
1550244877-13989,,"30174 
            GEO   GEO   241   01   Structural Geology    John Loveless"
1550244877-13990,,"30175 
            GEO   GEO   241   L01   Structural Geology    John Loveless"
1550244877-13991,,"30176 
            GEO   GEO   301   01   Aqueous Geochemistry    Amy Larson Rhodes"
1550244877-13992,,"30177 
            GEO   GEO   301   L01   Aqueous Geochemistry    Amy Larson Rhodes"
1550244877-13993,,"30180 
            GEO   GEO   302   01   Field Studies of the Desert Southwest    John Loveless, Sara B. Pruss"
1550244877-13994,,"30181 
            GEO   GEO   302   L01   Field Studies of the Desert Southwest    John Loveless, Sara B. Pruss"
1550244877-13995,,"30402 
            GER   GER   110Y   01   Elementary German    Anh Bao Nguyen"
1550244877-13996,,"30403 
            GER   GER   110Y   02   Elementary German    Anh Bao Nguyen"
1550244877-13997,,"30800 
            GER   GER   161   01   The Cultures of German-Speaking Europe    Joseph George McVeigh"
1550244877-13998,,"30401 
            GER   GER   250   01   Advanced Intermediate German: Environmental Culture    Anh Bao Nguyen"
1550244877-13999,,"30155 
            GER   GER   271   01   Imagining Evil    Craig R. Davis, Joel P. Westerdale"
1550244877-14000,,"30405 
            GER   GER   300   01   Topics in German Culture and Society Branding the Nation   Joseph George McVeigh"
1550244877-14001,,"30400 
            GER   GER   360   01   Seminar: Advanced Topics in German Studies Evil and the German Imaginary   Joel P. Westerdale"
1550244877-14002,,"30559 
            GOV   GOV   100   01   Introduction to Political Thinking    Donald C. Baumer"
1550244877-14003,,"30560 
            GOV   GOV   100   02   Introduction to Political Thinking    J. Patrick Coby"
1550244877-14004,,"30561 
            GOV   GOV   200   01   American Government    Donald C. Baumer"
1550244877-14005,,"30562 
            GOV   GOV   202   01   American Constitutional Law: The Bill of Rights and the Fourteenth Amendment    Alice L. Hearst"
1550244877-14006,,"30563 
            GOV   GOV   203   01   Empirical Methods in Political Science    Howard Jonah Gold"
1550244877-14007,,"30564 
            GOV   GOV   203   L01   Empirical Methods in Political Science    Howard Jonah Gold"
1550244877-14008,,"30565 
            GOV   GOV   203   L02   Empirical Methods in Political Science    Howard Jonah Gold"
1550244877-14009,,"30566 
            GOV   GOV   206   01   The American Presidency    Marc R. Lendler"
1550244877-14010,,"30573 
            GOV   GOV   217   01   Race & the Problem of American Citizenship    Erin R. Pineda"
1550244877-14011,,"30567 
            GOV   GOV   220   01   Introduction to Comparative Politics    Sara A. Newland"
1550244877-14012,,"30574 
            GOV   GOV   223   01   Russian Politics    Alla N. Baranovsky"
1550244877-14013,,"30568 
            GOV   GOV   227   01   Contemporary African Politics    Anna Kapambwe Mwaba"
1550244877-14014,,"30575 
            GOV   GOV   233   01   Problems in Political Development    Anna Kapambwe Mwaba"
1550244877-14015,,"30569 
            GOV   GOV   241   01   International Politics    Mlada Bukovansky"
1550244877-14016,,"30570 
            GOV   GOV   248   01   The Arab-Israeli Dispute    Bozena C. Welborne"
1550244877-14017,,"30571 
            GOV   GOV   251   01   Foreign Policy of Japan    Dennis Yasutomo"
1550244877-14018,,"30576 
            GOV   GOV   252   01   International Organizations    Mlada Bukovansky"
1550244877-14019,,"30582 
            GOV   GOV   253   01   Colloquium: Culture and Diplomacy in Asia    Dennis Yasutomo"
1550244877-14020,,"30577 
            GOV   GOV   265   01   Reacting to the Past: America’s Founding    J. Patrick Coby"
1550244877-14021,,"30578 
            GOV   GOV   267   01   Problems in Democratic Thought    Gary L. Lehring"
1550244877-14022,,"30579 
            GOV   GOV   268   01   Utopian/Dystopian Visions and Political Theory    Gary L. Lehring"
1550244877-14023,,"30583 
            GOV   GOV   281   01   The Obama Years    Marc R. Lendler"
1550244877-14024,,"30619 
            GOV   GOV   305   01   Seminar in American Government Strange Bedfellows: State Power and Regulation of the Family   Alice L. Hearst"
1550244877-14025,,"30782 
            GOV   GOV   329   01   Comparative Politics of Northeast Asia    Sara A. Newland"
